925 0 1.99491 1.20951 3
925 1 1.86925 -0.455531 3
925 2 1.99491 0.361283 3
925 3 1.99491 2.78031 3
925 4 1.86925 1.11527 3
925 5 1.99491 1.93208 3
925 6 1.99491 -1.93208 3
925 7 1.86925 2.68606 3
925 8 1.99491 -2.78031 3
925 9 1.99491 -0.361283 3
925 10 1.86925 -2.02633 3
925 11 1.99491 -1.20951 3
925 12 1.99491 1.20951 3
925 13 1.9635 1.20951 3
925 14 1.90066 1.1781 3
925 15 1.99491 2.78031 3
925 16 1.9635 2.78031 3
925 17 1.90066 2.74889 3
925 18 1.99491 -1.93208 3
925 19 1.9635 -1.93208 3
925 20 1.90066 -1.9635 3
925 21 1.99491 -0.361283 3
925 22 1.9635 -0.361283 3
925 23 1.90066 -0.392699 3
925 24 2.02633 1.24093 3
925 25 1.9635 0.329867 3
925 26 2.02633 0.329867 3
925 27 2.02633 2.81173 3
925 28 1.9635 1.90066 3
925 29 2.02633 1.90066 3
925 30 2.02633 -1.90066 3
925 31 1.9635 -2.81173 3
925 32 2.02633 -2.81173 3
925 33 2.02633 -0.329867 3
925 34 1.9635 -1.24093 3
925 35 2.02633 -1.24093 3
925 36 2.43473 0.0471239 1
925 37 1.9635 0.329867 3
925 38 2.40332 1.55509 3
925 39 2.43473 1.61792 1
925 40 1.9635 1.90066 3
925 41 2.40332 3.12588 3
925 42 2.43473 -3.09447 1
925 43 1.9635 -2.81173 3
925 44 2.40332 -1.5865 3
925 45 2.43473 -1.52367 1
925 46 1.9635 -1.24093 3
925 47 2.40332 -0.015708 3
925 48 2.16485 0.150078 2
925 49 2.27798 0.682582 2
925 50 2.30907 1.52367 1
925 51 2.16485 1.72087 2
925 52 2.27798 2.25338 2
925 53 2.30907 3.09447 1
925 54 2.16485 -2.99151 2
925 55 2.27798 -2.45901 2
925 56 2.30907 -1.61792 1
925 57 2.16485 -1.42072 2
925 58 2.27798 -0.888214 2
925 59 2.30907 -0.0471239 1
925 60 2.18341 0.0785398 1
925 61 2.2131 0.740839 2
925 62 2.08539 1.18109 2
925 63 2.18341 1.64934 1
925 64 2.2131 2.31164 2
925 65 2.08539 2.75189 2
925 66 2.18341 -3.06305 1
925 67 2.2131 -2.40075 2
925 68 2.08539 -1.9605 2
925 69 2.18341 -1.49226 1
925 70 2.2131 -0.829957 2
925 71 2.08539 -0.389707 2
925 72 2.08916 0.109956 1
925 73 2.25796 0.690353 2
925 74 2.08916 1.49226 1
925 75 2.08916 1.68075 1
925 76 2.25796 2.26115 2
925 77 2.08916 3.06305 1
925 78 2.08916 -3.03164 1
925 79 2.25796 -2.45124 2
925 80 2.08916 -1.64934 1
925 81 2.08916 -1.46084 1
925 82 2.25796 -0.880443 2
925 83 2.08916 -0.0785398 1
925 84 2.02633 0.0785398 1
925 85 1.74358 -0.549779 3
925 86 2.12575 0.896318 2
925 87 2.02633 1.64934 1
925 88 1.74358 1.02102 3
925 89 2.12575 2.46711 2
925 90 2.02633 -3.06305 1
925 91 1.74358 2.59181 3
925 92 2.12575 -2.24527 2
925 93 2.02633 -1.49226 1
925 94 1.74358 -2.12058 3
925 95 2.12575 -0.674478 2
925 96 1.99491 0.0471239 1
925 97 1.71217 -0.581195 3
925 98 2.08114 0.946547 2
925 99 1.99491 1.61792 1
925 100 1.71217 0.989602 3
925 101 2.08114 2.51734 2
925 102 1.99491 -3.09447 1
925 103 1.71217 2.5604 3
925 104 2.08114 -2.19505 2
925 105 1.99491 -1.52367 1
925 106 1.71217 -2.15199 3
925 107 2.08114 -0.624249 2
925 108 1.9635 0.0471239 1
925 109 0 0 0
925 110 1.93208 1.42942 1
925 111 1.9635 1.61792 1
925 112 0 0 0
925 113 1.93208 3.00022 1
925 114 1.9635 -3.09447 1
925 115 0 0 0
925 116 1.93208 -1.71217 1
925 117 1.9635 -1.52367 1
925 118 0 0 0
925 119 1.93208 -0.141372 1
950 0 1.99491 1.1781 3
950 1 1.9635 1.1781 3
950 2 1.90066 1.14668 3
950 3 1.99491 2.74889 3
950 4 1.9635 2.74889 3
950 5 1.90066 2.71748 3
950 6 1.99491 -1.9635 3
950 7 1.9635 -1.9635 3
950 8 1.90066 -1.99491 3
950 9 1.99491 -0.392699 3
950 10 1.9635 -0.392699 3
950 11 1.90066 -0.424115 3
950 12 2.05774 -1.20951 3
950 13 1.9635 1.20951 3
950 14 0 0 0
950 15 2.05774 0.361283 3
950 16 1.9635 2.78031 3
950 17 0 0 0
950 18 2.05774 1.93208 3
950 19 1.9635 -1.93208 3
950 20 0 0 0
950 21 2.05774 -2.78031 3
950 22 1.9635 -0.361283 3
950 23 0 0 0
950 24 1.90066 0.392699 3
950 25 1.9635 0.361283 3
950 26 1.90066 1.1781 3
950 27 1.90066 1.9635 3
950 28 1.9635 1.93208 3
950 29 1.90066 2.74889 3
950 30 1.90066 -2.74889 3
950 31 1.9635 -2.78031 3
950 32 1.90066 -1.9635 3
950 33 1.90066 -1.1781 3
950 34 1.9635 -1.20951 3
950 35 1.90066 -0.392699 3
950 36 2.49757 0.0471239 1
950 37 1.99491 1.24093 3
950 38 2.46615 1.52367 3
950 39 2.49757 1.61792 1
950 40 1.99491 2.81173 3
950 41 2.46615 3.09447 3
950 42 2.49757 -3.09447 1
950 43 1.99491 -1.90066 3
