925 0 1.99491 1.20951
925 1 1.86925 -0.455531
925 2 1.99491 0.361283
925 12 1.99491 1.20951
925 13 1.9635 1.20951
925 14 1.90066 1.1781
925 24 2.02633 1.24093
925 25 1.9635 0.329867
925 26 2.02633 0.329867
925 36 2.43473 0.0471239
925 37 1.9635 0.329867
925 38 2.40332 1.55509
925 48 2.16485 0.150078
925 49 2.27798 0.682582
925 50 2.30907 1.52367
925 60 2.18341 0.0785398
925 61 2.2131 0.740839
925 62 2.08539 1.18109
925 72 2.08916 0.109956
925 73 2.25796 0.690353
925 74 2.08916 1.49226
925 84 2.02633 0.0785398
925 85 1.74358 -0.549779
925 86 2.12575 0.896318
925 96 1.99491 0.0471239
925 97 1.71217 -0.581195
925 98 2.08114 0.946547
925 108 1.9635 0.0471239
925 110 1.93208 1.42942
950 0 1.99491 1.1781
950 1 1.9635 1.1781
950 2 1.90066 1.14668
950 12 2.05774 -1.20951
950 13 1.9635 1.20951
950 24 1.90066 0.392699
950 25 1.9635 0.361283
950 26 1.90066 1.1781
950 36 2.49757 0.0471239
950 37 1.99491 1.24093
950 38 2.46615 1.52367
950 48 2.30907 0.015708
950 49 2.28299 0.668165
950 50 2.30907 1.52367
950 60 2.21482 0.0471239
950 61 2.08916 0.235619
950 62 2.21482 1.52367
950 72 2.12058 0.0785398
950 73 2.21137 0.748037
950 74 2.12058 1.46084
950 84 2.02633 0.141372
950 86 2.11698 0.946165
950 96 1.99491 0.109956
950 98 2.09204 0.934236
950 108 1.9635 0.109956
950 110 2.04467 0.980107
975 0 1.99491 1.1781
975 1 1.9635 0.392699
975 2 1.99491 0.392699
975 12 1.86925 -0.455531
975 13 1.9635 1.1781
975 24 2.02633 1.20951
975 25 1.9635 1.20951
975 26 2.02633 0.361283
975 36 2.5604 0.0471239
975 38 2.52898 1.55509
975 48 2.3719 0.015708
975 49 2.28038 0.675463
975 50 2.3719 1.52367
975 60 2.27765 0.0785398
975 61 2.05774 0.267035
975 62 2.24624 1.55509
975 72 2.15199 0.109956
975 73 2.20758 0.770905
975 74 2.15199 1.52367
975 84 2.08916 0.0471239
975 85 2.3719 0.204204
975 86 2.10801 0.991253
975 96 2.02633 0.0785398
975 97 1.74358 -0.581195
975 98 2.10263 0.909034
975 108 1.99491 0.0471239
975 110 2.05039 0.958625
1000 0 1.90066 -0.455531
1000 1 1.9635 0.424115
1000 2 1.93208 1.14668
1000 12 2.02633 1.1781
1000 13 1.9635 1.1781
1000 14 2.02633 0.392699
1000 24 2.02633 1.20951
1000 25 1.9635 1.1781
1000 26 1.90066 1.14668
1000 36 2.5604 0.0471239
1000 37 1.99491 1.20951
1000 38 2.52898 1.55509
1000 48 2.40332 0.0471239
1000 49 1.99491 0.329867
1000 50 2.40332 1.52367
1000 60 2.30907 0.0471239
1000 61 2.02633 0.298451
1000 62 2.27765 1.52367
1000 72 2.18341 0.0471239
1000 73 2.22178 0.782808
1000 74 2.18341 1.52367
1000 84 2.08916 0.141372
1000 85 2.27384 0.765213
1000 86 2.08916 1.42942
1000 96 2.02633 0.141372
1000 98 2.10582 0.910835
1000 108 1.99491 0.109956
1000 109 1.71217 -0.612611
1000 110 1.9635 1.39801
1025 0 2.05774 -1.1781
1025 1 1.9635 0.424115
1025 2 2.02633 0.392699
1025 12 2.02633 1.1781
1025 13 1.99491 1.1781
1025 14 2.02633 0.392699
1025 24 1.93208 0.424115
1025 25 1.9635 1.1781
1025 26 1.90066 1.14668
1025 36 2.5604 0.0471239
1025 37 1.99491 0.361283
1025 38 2.5604 1.55509
1025 48 2.43473 0.0471239
1025 49 1.9635 1.20951
1025 50 2.46615 1.52367
1025 60 2.34049 0.0785398
1025 61 2.31339 0.77634
1025 62 2.34049 1.49226
1025 72 2.21482 0.0785398
1025 73 2.25385 0.779934
1025 74 2.21482 1.49226
1025 84 2.12058 0.141372
1025 85 2.22505 0.773942
1025 86 2.12058 1.42942
1025 96 2.08916 0.0471239
1025 97 2.40332 0.235619
1025 98 2.10568 0.949737
1025 108 2.02633 0.0785398
1025 109 1.71217 -0.612611
1025 110 2.07819 0.960636
1050 0 1.93208 0.455531
1050 2 1.93208 1.11527
1050 12 2.02633 1.1781
1050 14 2.02633 0.392699
1050 24 1.90066 0.455531
1050 25 1.99491 1.1781
1050 26 2.05774 0.392699
1050 36 2.05774 1.20951
1050 37 1.96058 0.672599
1050 38 2.05774 0.361283
1050 48 2.46615 0.015708
1050 49 2.02633 1.20951
1050 50 2.46615 1.52367
1050 60 2.34049 0.015708
1050 61 2.02633 1.24093
1050 62 2.34049 1.52367
1050 72 2.24624 0.0471239
1050 73 2.02633 0.298451
1050 74 2.24624 1.52367
1050 84 2.15199 0.109956
1050 85 2.21075 0.773172
1050 86 2.15199 1.46084
1050 96 2.08916 0.109956
1050 97 2.32013 0.740441
1050 98 2.05774 1.39801
1050 108 2.05774 0.0471239
1050 110 2.0905 0.982581
1075 1 1.99491 0.424115
1075 2 1.93208 -0.486947
1075 12 1.93208 0.455531
1075 13 1.86925 2.08916
1075 14 1.93208 1.11527
1075 24 2.05774 1.1781
1075 25 1.9635 0.424115
1075 26 2.05774 0.392699
1075 36 1.83783 -0.518363
1075 37 1.99491 0.392699
1075 38 1.83783 2.08916
1075 48 2.49757 0.0471239
1075 49 2.02633 1.20951
1075 50 2.52898 1.49226
1075 60 2.3719 0.0471239
1075 61 2.05774 0.329867
1075 62 2.3719 1.52367
1075 72 2.27765 0.0785398
1075 73 2.08916 0.298451
1075 74 2.27765 1.49226
1075 84 2.18341 0.0785398
1075 85 2.21733 0.781813
1075 86 2.14269 0.991467
1075 96 2.12058 0.0471239
1075 97 2.2977 0.777892
1075 98 2.12058 1.49226
1075 108 2.05774 0.109956
1075 109 1.71217 -0.644026
1075 110 2.02633 1.39801
